team_id,context,second,entropy_standard,entropy_lsh,det_standard,det_lsh,rmse_standard,rmse_lsh
S1,surgical,0,0.867468709686057,0.8650961161795717,0.7453445972510194,0.75630841518875,0.45650272706382156,0.4509112769176259
S1,surgical,1,0.862390371105848,0.8065854170052398,0.7544572357392155,0.734113546441353,0.38394542924627456,0.47977055252825807
S1,surgical,2,0.7264085332869408,0.7222198601312493,0.6498696441795738,0.7042977146117054,0.4328502661265064,0.5255004360846658
S1,surgical,3,0.75213384632668,0.7619372836951832,0.7263295785577337,0.7301132710283653,0.34085595011854514,0.3851163941065054
S1,surgical,4,0.7308824714514376,0.7649335316880836,0.7868259483141088,0.7574520280176205,0.33217774918088894,0.36545051426119124
S1,surgical,5,0.7744733182499184,0.8626302067817984,0.7441719796245974,0.7308290847566832,0.35738073379663665,0.3642784709564986
S1,surgical,6,0.7381899256912917,0.7400483872487871,0.8261160137112781,0.8782985061664976,0.30475331303362563,0.3128894802346327
S1,surgical,7,0.8058552207629752,0.8702269292714347,0.8574863299117583,0.7897243566728158,0.37490565834007583,0.36577738687064126
S1,surgical,8,0.81900562358316,0.7967174227373712,0.8880055389675905,0.8276492203775856,0.3746336127080482,0.26784294005550946
S1,surgical,9,0.8376026186392328,0.720267289507126,0.9306020563901607,0.9260072984410479,0.4551940431635865,0.44831432408045147
S1,surgical,10,0.7738856378478648,0.8547005480787719,0.9344956322460418,0.9132584016055199,0.3915538209152121,0.44416452085217045
S1,surgical,11,0.6907145888789997,0.7579351029370887,0.890567098879031,0.8911306622850919,0.4055297454283971,0.4857791097986767
S1,surgical,12,0.7284537256241445,0.7964693481136969,0.8149485185723495,0.7764378675912219,0.43734991859656436,0.47329971060272213
S1,surgical,13,0.7397559340117805,0.7854748166189436,0.8990644987070224,0.7810666437297109,0.4598391816005904,0.5446503597680653
S1,surgical,14,0.7681870860593567,0.8474079262076114,0.8494898099746508,0.822870717453263,0.43271739183373914,0.4877449347876448
S1,surgical,15,0.7662994189201686,0.8178665995459091,0.8353198480627391,0.8118210264583184,0.3923537614127926,0.4484571628023989
S1,surgical,16,0.7157786596116733,0.7682596402466333,0.8569273975414041,0.8088868673020344,0.5083883524788854,0.5396422225886166
S1,surgical,17,0.7363894822233471,0.7156570510674802,0.8549416494019043,0.846607306063197,0.5219851631956665,0.4050090853343684
S1,surgical,18,0.7768321612174331,0.7851800165297788,0.8265474460786267,0.7057474115433338,0.574216657584421,0.5077861521345958
S1,surgical,19,0.7489592597599226,0.820874337559821,0.8576081986126203,0.8400468864454589,0.2292966254754595,0.23484821011238172
S1,surgical,20,0.7792182939467683,0.7935906638922026,0.8269443053953894,0.8466855992458175,0.3874673504622264,0.37122373510846596
